t_month,source,dep_country,arr_airport,arr_state,arr_country,travelers_sd,travelers_mean,travelers,t_year,destination
01,AFG,AFG,ALB,NY,USA,0.5,1,1,2020,ALB
01,AFG,AFG,BDL,CT,USA,1.5,3,3,2020,BDL
01,AFG,AFG,BUF,NY,USA,0.6,4.3,4.31329284591306,2020,BUF
01,AFG,AFG,EWR,NJ,USA,3.8,5,5.03681073679769,2020,EWR
01,AFG,AFG,JFK,NY,USA,61.1,163.6,163.57521589333,2020,JFK
01,AFG,AFG,ROC,NY,USA,1,2.9,2.91486764116886,2020,ROC
01,AFG,AFG,SYR,NY,USA,2.1,6.3,6.34846922834954,2020,SYR
01,AGO,AGO,BUF,NY,USA,1.4,4.9,4.91607978309962,2020,BUF
01,AGO,AGO,EWR,NJ,USA,15.6,78.3,78.335961748631,2020,EWR
01,AGO,AGO,JFK,NY,USA,17.8,260.6,260.589162453516,2020,JFK
01,AK,USA,ACY,NJ,USA,1,0.8,0.81712059283214,2020,ACY
01,AK,USA,ALB,NY,USA,18.5,55.6,55.6414343641777,2020,ALB
01,AK,USA,ART,NY,USA,3.1,6,6,2020,ART
01,AK,USA,BDL,CT,USA,10.6,137.1,137.058926035714,2020,BDL
01,AK,USA,BGM,NY,USA,1.7,0.6,0.587401051968199,2020,BGM
01,AK,USA,BUF,NY,USA,5.3,94.9,94.9044187561577,2020,BUF
01,AK,USA,ELM,NY,USA,8.6,13.1,13.0945974641298,2020,ELM
01,AK,USA,EWR,NJ,USA,117.8,652.8,652.827508306908,2020,EWR
01,AK,USA,HPN,NY,USA,5.6,2.9,2.91486764116886,2020,HPN
01,AK,USA,ISP,NY,USA,1,2,2,2020,ISP
01,AK,USA,ITH,NY,USA,0.7,2.5,2.46410161513776,2020,ITH
01,AK,USA,JFK,NY,USA,73.3,592.6,592.614959797156,2020,JFK
01,AK,USA,LGA,NY,USA,42.7,295.6,295.591486792294,2020,LGA
01,AK,USA,PBG,NY,USA,2.6,5,5,2020,PBG
01,AK,USA,ROC,NY,USA,0.6,55.3,55.3313686588444,2020,ROC
01,AK,USA,SWF,NY,USA,1.2,1.5,1.51984209978975,2020,SWF
01,AK,USA,SYR,NY,USA,26.4,69.3,69.2575546052106,2020,SYR
01,AL,USA,ACY,NJ,USA,2.5,2.8,2.82586236554478,2020,ACY
01,AL,USA,ALB,NY,USA,36.7,498.4,498.415374024695,2020,ALB
01,AL,USA,ART,NY,USA,8,11,10.9721576725838,2020,ART
01,AL,USA,BDL,CT,USA,51.1,1249.3,1249.30558416856,2020,BDL
01,AL,USA,BGM,NY,USA,12.2,24.9,24.9253281545217,2020,BGM
01,AL,USA,BUF,NY,USA,26.3,603.3,603.287620861958,2020,BUF
01,AL,USA,ELM,NY,USA,6.7,39.3,39.2772406675194,2020,ELM
01,AL,USA,EWR,NJ,USA,183.3,2146.6,2146.61867253338,2020,EWR
01,AL,USA,HPN,NY,USA,51.1,252.7,252.72504709049,2020,HPN
01,AL,USA,HVN,CT,USA,10.4,16.6,16.6045442811211,2020,HVN
01,AL,USA,ISP,NY,USA,17.1,159.4,159.378012462786,2020,ISP
01,AL,USA,ITH,NY,USA,6,34.7,34.6635317165788,2020,ITH
01,AL,USA,JFK,NY,USA,62.2,852.5,852.521126000796,2020,JFK
01,AL,USA,LGA,NY,USA,684.1,3608.2,3608.22683600436,2020,LGA
01,AL,USA,PBG,NY,USA,0,2,2,2020,PBG
01,AL,USA,ROC,NY,USA,58.9,307.5,307.524167879516,2020,ROC
01,AL,USA,SWF,NY,USA,7.5,48,47.9523346002661,2020,SWF
01,AL,USA,SYR,NY,USA,73.2,499.6,499.594242804523,2020,SYR
01,ALB,ALB,BDL,CT,USA,1.2,0.4,0.442249570307409,2020,BDL
01,ALB,ALB,BUF,NY,USA,2,2.6,2.63424118566428,2020,BUF
01,ALB,ALB,EWR,NJ,USA,13.3,378.5,378.509628320682,2020,EWR
01,ALB,ALB,JFK,NY,USA,256,1964.9,1964.91274341794,2020,JFK
01,ALB,ALB,LGA,NY,USA,2.1,4.3,4.29150262212918,2020,LGA
01,ALB,ALB,ROC,NY,USA,4,3.6,3.64158883361278,2020,ROC
01,ALB,ALB,SYR,NY,USA,0.6,1.6,1.6207413942089,2020,SYR
01,Anhui,CHN,ALB,NY,USA,1.5,1.2,1.86577511558234,2020,ALB
01,Anhui,CHN,BDL,CT,USA,1.2,1,1.58068002652164,2020,BDL
01,Anhui,CHN,BGM,NY,USA,1.6,1.1,1.74024698470173,2020,BGM
01,Anhui,CHN,BUF,NY,USA,4.3,4,6.37374874382475,2020,BUF
01,Anhui,CHN,ELM,NY,USA,29,19.5,31.1261839656155,2020,ELM
01,Anhui,CHN,EWR,NJ,USA,7.8,35.5,56.8564487752869,2020,EWR
01,Anhui,CHN,HPN,NY,USA,0,0,0.0136908342458092,2020,HPN
01,Anhui,CHN,ITH,NY,USA,0.1,0.2,0.295045262896248,2020,ITH
01,Anhui,CHN,JFK,NY,USA,41.8,384.5,615.164695862638,2020,JFK
01,Anhui,CHN,LGA,NY,USA,1.8,1.6,2.60818420015633,2020,LGA
01,Anhui,CHN,ROC,NY,USA,2.8,7.2,11.4658495810338,2020,ROC
01,Anhui,CHN,SYR,NY,USA,3.6,7.4,11.8664969698287,2020,SYR
01,AR,USA,ACY,NJ,USA,1.7,0.6,0.587401051968199,2020,ACY
01,AR,USA,ALB,NY,USA,37.1,250.6,250.591342358691,2020,ALB
01,AR,USA,ART,NY,USA,2.8,4.7,4.65685424949238,2020,ART
01,AR,USA,BDL,CT,USA,41.5,579.3,579.340083945037,2020,BDL
01,AR,USA,BGM,NY,USA,0.7,1.4,1.44948974278318,2020,BGM
01,AR,USA,BUF,NY,USA,23.9,266.3,266.300647464628,2020,BUF
01,AR,USA,ELM,NY,USA,6.9,14.1,14.1190525987385,2020,ELM
01,AR,USA,EWR,NJ,USA,288.9,2544.3,2544.30748515477,2020,EWR
01,AR,USA,HPN,NY,USA,14.5,168.2,168.241127269164,2020,HPN
01,AR,USA,HVN,CT,USA,2,1.5,1.46621207433047,2020,HVN
01,AR,USA,ISP,NY,USA,11,16.7,16.7241904867745,2020,ISP
01,AR,USA,ITH,NY,USA,3.1,4.1,4.12992784003009,2020,ITH
01,AR,USA,JFK,NY,USA,79.3,401.7,401.69102206868,2020,JFK
01,AR,USA,LGA,NY,USA,650.4,4810.2,4810.24735120495,2020,LGA
01,AR,USA,ROC,NY,USA,12.7,218.4,218.427575243106,2020,ROC
01,AR,USA,SWF,NY,USA,7.1,16.7,16.6517416766303,2020,SWF
01,AR,USA,SYR,NY,USA,21.7,241.7,241.675049858655,2020,SYR
01,ARE,ARE,ALB,NY,USA,3.6,15.8,15.7554374564801,2020,ALB
01,ARE,ARE,BDL,CT,USA,4.6,30.1,30.0916469331701,2020,BDL
01,ARE,ARE,BGM,NY,USA,0,1,1,2020,BGM
01,ARE,ARE,BUF,NY,USA,19.1,72.1,72.0539414913457,2020,BUF
01,ARE,ARE,ELM,NY,USA,2.3,1.9,1.88449914061482,2020,ELM
01,ARE,ARE,EWR,NJ,USA,743.6,691.5,691.487399146005,2020,EWR
01,ARE,ARE,HPN,NY,USA,1.5,1.3,1.28942848510666,2020,HPN
01,ARE,ARE,HVN,CT,USA,1.5,3,3,2020,HVN
01,ARE,ARE,ISP,NY,USA,0,0,0,2020,ISP
01,ARE,ARE,ITH,NY,USA,1,0.8,0.81712059283214,2020,ITH
01,ARE,ARE,JFK,NY,USA,755.7,8267.6,8267.55506133685,2020,JFK
01,ARE,ARE,LGA,NY,USA,14.4,27.6,27.6432715799122,2020,LGA
01,ARE,ARE,ROC,NY,USA,18.2,50.1,50.108062550089,2020,ROC
01,ARE,ARE,SYR,NY,USA,7.2,42.3,42.2888432267617,2020,SYR
01,ARG,ARG,ACY,NJ,USA,1.7,0.6,0.587401051968199,2020,ACY
01,ARG,ARG,ALB,NY,USA,5,25.4,25.3541290981115,2020,ALB
01,ARG,ARG,BDL,CT,USA,11,57.7,57.6986453295601,2020,BDL
01,ARG,ARG,BGM,NY,USA,0,0,0,2020,BGM
01,ARG,ARG,BUF,NY,USA,9,40.1,40.0679025508387,2020,BUF
01,ARG,ARG,ELM,NY,USA,0.7,1.4,1.44948974278318,2020,ELM
01,ARG,ARG,EWR,NJ,USA,1228.7,1506.9,1506.91472683623,2020,EWR
01,ARG,ARG,HPN,NY,USA,1.5,3.2,3.16016764610381,2020,HPN
01,ARG,ARG,ITH,NY,USA,3.6,7,7,2020,ITH
01,ARG,ARG,JFK,NY,USA,993.4,13039,13039.0176877791,2020,JFK
01,ARG,ARG,LGA,NY,USA,101.9,486.8,486.777551351715,2020,LGA
01,ARG,ARG,ROC,NY,USA,1,38,37.9914511176569,2020,ROC
01,ARG,ARG,SYR,NY,USA,8.5,30.6,30.6378438875481,2020,SYR
01,ARM,ARM,BUF,NY,USA,1,1.9,1.88449914061482,2020,BUF
01,ARM,ARM,EWR,NJ,USA,3.6,20.8,20.7928209113282,2020,EWR
01,ARM,ARM,HPN,NY,USA,0.5,1,1,2020,HPN
01,ARM,ARM,JFK,NY,USA,43.3,375.4,375.408780935947,2020,JFK
01,ARM,ARM,SYR,NY,USA,1,2,2,2020,SYR
01,ATG,ATG,ALB,NY,USA,10.8,22.5,22.5278077337909,2020,ALB
01,ATG,ATG,BDL,CT,USA,29.6,116.3,116.285348261903,2020,BDL
01,ATG,ATG,BUF,NY,USA,20,57.1,57.0818305891159,2020,BUF
01,ATG,ATG,EWR,NJ,USA,87.8,1786.6,1786.55381266264,2020,EWR
01,ATG,ATG,HPN,NY,USA,0.5,1,1,2020,HPN
01,ATG,ATG,ITH,NY,USA,3.2,5.9,5.91042323001119,2020,ITH
01,ATG,ATG,JFK,NY,USA,168.2,3611,3611.02131412675,2020,JFK
01,ATG,ATG,LGA,NY,USA,98.7,122.9,122.850670047265,2020,LGA
01,ATG,ATG,ROC,NY,USA,6.7,73.5,73.4615659900353,2020,ROC
01,ATG,ATG,SYR,NY,USA,6.7,56.1,56.0673258020159,2020,SYR
01,AUS,AUS,ALB,NY,USA,8.7,38,37.9782916663983,2020,ALB
01,AUS,AUS,ART,NY,USA,5.1,10,10,2020,ART
01,AUS,AUS,BDL,CT,USA,19.5,110.8,110.809198949095,2020,BDL
01,AUS,AUS,BGM,NY,USA,0,0,0,2020,BGM
01,AUS,AUS,BUF,NY,USA,8.2,78.7,78.7264616086805,2020,BUF
01,AUS,AUS,ELM,NY,USA,0,2,2,2020,ELM
01,AUS,AUS,EWR,NJ,USA,121.2,2426,2425.99482116108,2020,EWR
01,AUS,AUS,HVN,CT,USA,1,2,2,2020,HVN
01,AUS,AUS,ITH,NY,USA,5.8,3.9,3.89097324650875,2020,ITH
01,AUS,AUS,JFK,NY,USA,933.9,12470.4,12470.3553124304,2020,JFK
01,AUS,AUS,LGA,NY,USA,151.9,541.6,541.59009001693,2020,LGA
01,AUS,AUS,ROC,NY,USA,13.4,54.7,54.6758483824877,2020,ROC
01,AUS,AUS,SYR,NY,USA,13.1,53,53.0360984055315,2020,SYR
01,AUT,AUT,ALB,NY,USA,1.5,5.2,5.21446501190772,2020,ALB
01,AUT,AUT,BDL,CT,USA,24.8,13.8,13.8337190770648,2020,BDL
01,AUT,AUT,BGM,NY,USA,0.5,1,1,2020,BGM
01,AUT,AUT,BUF,NY,USA,4.2,9,9.02659586992917,2020,BUF
01,AUT,AUT,ELM,NY,USA,2.8,5.7,5.70820393249937,2020,ELM
01,AUT,AUT,EWR,NJ,USA,317,1580.4,1580.36472111577,2020,EWR
01,AUT,AUT,ITH,NY,USA,0,0,0,2020,ITH
01,AUT,AUT,JFK,NY,USA,320.7,3457.5,3457.4870176764,2020,JFK
01,AUT,AUT,LGA,NY,USA,2.3,5.3,5.3496042078728,2020,LGA
01,AUT,AUT,PBG,NY,USA,1.5,3,3,2020,PBG
01,AUT,AUT,ROC,NY,USA,2.5,14.5,14.5278721533126,2020,ROC
01,AUT,AUT,SWF,NY,USA,0,1,1,2020,SWF
01,AUT,AUT,SYR,NY,USA,3.8,14,13.9866547972252,2020,SYR
01,AZ,USA,ALB,NY,USA,24.1,1749.9,1749.88964528816,2020,ALB
01,AZ,USA,ART,NY,USA,18.3,53.1,53.0703244714381,2020,ART
01,AZ,USA,BDL,CT,USA,25.5,3977.9,3977.94557894656,2020,BDL
01,AZ,USA,BGM,NY,USA,31,102.4,102.415358620076,2020,BGM
01,AZ,USA,BUF,NY,USA,341.6,4134.2,4134.16953940015,2020,BUF
01,AZ,USA,ELM,NY,USA,46.2,128.9,128.884315230602,2020,ELM
01,AZ,USA,EWR,NJ,USA,1111.3,23791.7,23791.7210446966,2020,EWR
01,AZ,USA,HPN,NY,USA,69.8,410.6,410.595201269527,2020,HPN
01,AZ,USA,HVN,CT,USA,20.2,69.7,69.6548079463906,2020,HVN
01,AZ,USA,ISP,NY,USA,46.8,330.1,330.095386631535,2020,ISP
01,AZ,USA,ITH,NY,USA,45.4,171.3,171.316390786835,2020,ITH
01,AZ,USA,JFK,NY,USA,1456.5,20249.3,20249.3022108643,2020,JFK
01,AZ,USA,JHW,NY,USA,1.4,3.9,3.89897948556636,2020,JHW
01,AZ,USA,LGA,NY,USA,224.9,4388.5,4388.52220314222,2020,LGA
01,AZ,USA,MSS,NY,USA,1.5,3,3,2020,MSS
01,AZ,USA,OGS,NY,USA,3.5,3.9,3.89897948556636,2020,OGS
01,AZ,USA,PBG,NY,USA,2.1,15.2,15.2411391534313,2020,PBG
01,AZ,USA,ROC,NY,USA,33.6,1523.8,1523.75422802719,2020,ROC
01,AZ,USA,SLK,NY,USA,3.1,6,6,2020,SLK
01,AZ,USA,SWF,NY,USA,12.4,147,146.974551261034,2020,SWF
01,AZ,USA,SYR,NY,USA,129,1440.5,1440.47687342281,2020,SYR
01,AZ,USA,TTN,NJ,USA,17,11,11.0415945787923,2020,TTN
01,AZE,AZE,ALB,NY,USA,1,2,2,2020,ALB
01,AZE,AZE,BUF,NY,USA,1.4,0.7,0.732050807568878,2020,BUF
01,AZE,AZE,EWR,NJ,USA,2,4.8,4.76899828122963,2020,EWR
01,AZE,AZE,HPN,NY,USA,0.6,0.3,0.259921049894873,2020,HPN
01,AZE,AZE,JFK,NY,USA,121.1,618.3,618.309411439463,2020,JFK
01,AZE,AZE,ROC,NY,USA,1,2,2,2020,ROC
01,AZE,AZE,SWF,NY,USA,0,0,0,2020,SWF
01,AZE,AZE,SYR,NY,USA,0,2,2,2020,SYR
01,BDI,BDI,EWR,NJ,USA,6.9,10.3,10.3054871932802,2020,EWR
01,BDI,BDI,JFK,NY,USA,10.7,19.1,19.1324541912023,2020,JFK
01,Beijing,CHN,ALB,NY,USA,15.2,117.9,188.58366575948,2020,ALB
01,Beijing,CHN,BDL,CT,USA,16.6,176.1,281.717840673026,2020,BDL
01,Beijing,CHN,BGM,NY,USA,0.9,14.2,22.7967474732984,2020,BGM
01,Beijing,CHN,BUF,NY,USA,23.6,204.5,327.125919087255,2020,BUF
01,Beijing,CHN,ELM,NY,USA,6,9.1,14.6061228100377,2020,ELM
01,Beijing,CHN,EWR,NJ,USA,262.3,5205,8328.01051250223,2020,EWR
01,Beijing,CHN,HPN,NY,USA,1.1,3.9,6.16293041999727,2020,HPN
01,Beijing,CHN,ITH,NY,USA,27.9,40.5,64.7423482650275,2020,ITH
01,Beijing,CHN,JFK,NY,USA,322,6185.3,9896.52058325511,2020,JFK
01,Beijing,CHN,LGA,NY,USA,152.3,417.9,668.603532895689,2020,LGA
01,Beijing,CHN,PBG,NY,USA,0.8,1.5,2.36096684252188,2020,PBG
01,Beijing,CHN,ROC,NY,USA,52.8,235.6,376.88943064941,2020,ROC
01,Beijing,CHN,SYR,NY,USA,24.8,217.2,347.468040376645,2020,SYR
01,BEL,BEL,ALB,NY,USA,2.3,23.3,23.2627381972702,2020,ALB
01,BEL,BEL,BDL,CT,USA,17.8,97.7,97.6649216475729,2020,BDL
01,BEL,BEL,BGM,NY,USA,0.6,1.3,1.28942848510666,2020,BGM
01,BEL,BEL,BUF,NY,USA,15.9,42.3,42.2819048000958,2020,BUF
01,BEL,BEL,ELM,NY,USA,0,3,3,2020,ELM
01,BEL,BEL,EWR,NJ,USA,299.8,2272.3,2272.28061689708,2020,EWR
01,BEL,BEL,HPN,NY,USA,0.6,1.3,1.28942848510666,2020,HPN
01,BEL,BEL,ISP,NY,USA,0,0,0,2020,ISP
01,BEL,BEL,ITH,NY,USA,2,4.8,4.76899828122963,2020,ITH
01,BEL,BEL,JFK,NY,USA,207.2,4221,4220.95261299546,2020,JFK
01,BEL,BEL,LGA,NY,USA,7.8,53.6,53.6076764690157,2020,LGA
01,BEL,BEL,ROC,NY,USA,6.4,33.3,33.2904755292536,2020,ROC
01,BEL,BEL,SWF,NY,USA,2.8,3.6,3.58257569495584,2020,SWF
01,BEL,BEL,SYR,NY,USA,4.6,19.6,19.6456023091273,2020,SYR
01,BEN,BEN,BUF,NY,USA,0,2,2,2020,BUF
01,BEN,BEN,EWR,NJ,USA,10.4,15.2,15.2487178475566,2020,EWR
01,BEN,BEN,JFK,NY,USA,37.5,182.8,182.755977715971,2020,JFK
01,BEN,BEN,SYR,NY,USA,1,2,2,2020,SYR
01,BFA,BFA,EWR,NJ,USA,22.5,35.4,35.3711601855997,2020,EWR
01,BFA,BFA,ITH,NY,USA,0.5,1,1,2020,ITH
01,BFA,BFA,JFK,NY,USA,28.4,191.5,191.545324684617,2020,JFK
01,BFA,BFA,LGA,NY,USA,4.2,5.6,5.60385449778925,2020,LGA
01,BGD,BGD,ALB,NY,USA,1,2,2,2020,ALB
01,BGD,BGD,BDL,CT,USA,0.6,1.6,1.6207413942089,2020,BDL
01,BGD,BGD,BUF,NY,USA,16.6,74.5,74.4813485497677,2020,BUF
01,BGD,BGD,EWR,NJ,USA,103.5,86.7,86.7458230223072,2020,EWR
01,BGD,BGD,JFK,NY,USA,630.1,6695.1,6695.11864805915,2020,JFK
01,BGD,BGD,LGA,NY,USA,2.6,5,5,2020,LGA
01,BGD,BGD,ROC,NY,USA,3,11.8,11.7650085977198,2020,ROC
01,BGD,BGD,SWF,NY,USA,0.5,1,1,2020,SWF
01,BGD,BGD,SYR,NY,USA,1.5,11.6,11.6034088366467,2020,SYR
01,BGR,BGR,ALB,NY,USA,0.7,2.5,2.46410161513776,2020,ALB
01,BGR,BGR,BDL,CT,USA,0.5,1,1,2020,BDL
01,BGR,BGR,BUF,NY,USA,2.1,4.4,4.42883523318981,2020,BUF
01,BGR,BGR,EWR,NJ,USA,42.6,210,209.998644825569,2020,EWR
01,BGR,BGR,ITH,NY,USA,0.5,1,1,2020,ITH
01,BGR,BGR,JFK,NY,USA,97.6,724.2,724.157299202535,2020,JFK
01,BGR,BGR,LGA,NY,USA,0,2,2,2020,LGA
01,BGR,BGR,ROC,NY,USA,9.8,9.6,9.62658569182611,2020,ROC
01,BGR,BGR,SYR,NY,USA,1.4,3.9,3.89897948556636,2020,SYR
01,BHR,BHR,ALB,NY,USA,3.5,3.9,3.89897948556636,2020,ALB
01,BHR,BHR,ART,NY,USA,1,2,2,2020,ART
01,BHR,BHR,BDL,CT,USA,1.5,4.2,4.1924941018511,2020,BDL
01,BHR,BHR,BUF,NY,USA,3.2,4.8,4.84803547642573,2020,BUF
01,BHR,BHR,EWR,NJ,USA,28.1,54.8,54.8277017165842,2020,EWR
01,BHR,BHR,HPN,NY,USA,0.5,1,1,2020,HPN
01,BHR,BHR,JFK,NY,USA,35.9,500.1,500.120070344589,2020,JFK
01,BHR,BHR,ROC,NY,USA,0,3,3,2020,ROC
01,BHR,BHR,SWF,NY,USA,1,2,2,2020,SWF
01,BHR,BHR,SYR,NY,USA,2.1,2.9,2.91486764116886,2020,SYR
01,BHS,BHS,ACY,NJ,USA,19.3,135.1,135.112076010868,2020,ACY
01,BHS,BHS,ALB,NY,USA,74.9,310.8,310.802142798432,2020,ALB
01,BHS,BHS,BDL,CT,USA,46.1,826.5,826.489791922947,2020,BDL
01,BHS,BHS,BGM,NY,USA,2.6,3.6,3.57885697021333,2020,BGM
01,BHS,BHS,BUF,NY,USA,83.2,656,656.021579324991,2020,BUF
01,BHS,BHS,ELM,NY,USA,13.5,20.6,20.6444216133808,2020,ELM
01,BHS,BHS,EWR,NJ,USA,833.8,5372.1,5372.09385262966,2020,EWR
01,BHS,BHS,HPN,NY,USA,25.5,105.3,105.255819750427,2020,HPN
01,BHS,BHS,HVN,CT,USA,2.9,12.1,12.1037069710445,2020,HVN
01,BHS,BHS,ISP,NY,USA,28.4,55.1,55.147569968952,2020,ISP
01,BHS,BHS,ITH,NY,USA,10.8,14.7,14.7406091663144,2020,ITH
01,BHS,BHS,JFK,NY,USA,1915.6,9016.8,9016.76386896471,2020,JFK
01,BHS,BHS,LGA,NY,USA,299.4,2271.4,2271.4218187004,2020,LGA
01,BHS,BHS,ROC,NY,USA,43,270.5,270.479084293735,2020,ROC
01,BHS,BHS,SWF,NY,USA,19.5,71.6,71.5951189082801,2020,SWF
01,BHS,BHS,SYR,NY,USA,54.5,316,316.024063825535,2020,SYR
01,BIH,BIH,BUF,NY,USA,2.6,5,5,2020,BUF
01,BIH,BIH,EWR,NJ,USA,7.5,101.8,101.816968437516,2020,EWR
01,BIH,BIH,JFK,NY,USA,12.5,98.2,98.1649123652969,2020,JFK
01,BIH,BIH,LGA,NY,USA,0.5,1,1,2020,LGA
01,BIH,BIH,ROC,NY,USA,0,2,2,2020,ROC
01,BIH,BIH,SYR,NY,USA,2.9,14.1,14.1365312878275,2020,SYR
01,BLR,BLR,ALB,NY,USA,0.7,1.4,1.44948974278318,2020,ALB
01,BLR,BLR,BUF,NY,USA,1.4,5.9,5.92820323027551,2020,BUF
01,BLR,BLR,EWR,NJ,USA,43.1,81.9,81.9023868183635,2020,EWR
01,BLR,BLR,ITH,NY,USA,0,2,2,2020,ITH
01,BLR,BLR,JFK,NY,USA,38.6,984.2,984.171056037242,2020,JFK
01,BLR,BLR,LGA,NY,USA,0,2,2,2020,LGA
01,BLR,BLR,ROC,NY,USA,6.4,5,5,2020,ROC
01,BLR,BLR,SYR,NY,USA,1,3.9,3.93242414866094,2020,SYR
01,BLZ,BLZ,ACY,NJ,USA,1.2,5.6,5.60385449778925,2020,ACY
01,BLZ,BLZ,ALB,NY,USA,69,103.9,103.923754171245,2020,ALB
01,BLZ,BLZ,BDL,CT,USA,30,167.8,167.764374084226,2020,BDL
01,BLZ,BLZ,BUF,NY,USA,63.8,156.4,156.436813488259,2020,BUF
01,BLZ,BLZ,ELM,NY,USA,9.9,6.1,6.14142842854285,2020,ELM
01,BLZ,BLZ,EWR,NJ,USA,82.8,1395,1395.00576484402,2020,EWR
01,BLZ,BLZ,HPN,NY,USA,2.3,1.9,1.88449914061482,2020,HPN
01,BLZ,BLZ,ITH,NY,USA,5.5,3.2,3.16016764610381,2020,ITH
01,BLZ,BLZ,JFK,NY,USA,25.1,405.5,405.470266476215,2020,JFK
01,BLZ,BLZ,LGA,NY,USA,44.1,659.7,659.669469914155,2020,LGA
01,BLZ,BLZ,ROC,NY,USA,14.2,53.6,53.5620313253161,2020,ROC
01,BLZ,BLZ,SYR,NY,USA,12.5,70.2,70.2336414686478,2020,SYR
01,BOL,BOL,BDL,CT,USA,5.7,9.8,9.80082298255291,2020,BDL
01,BOL,BOL,BUF,NY,USA,2,4,4,2020,BUF
01,BOL,BOL,EWR,NJ,USA,16.8,104.8,104.806339172512,2020,EWR
01,BOL,BOL,JFK,NY,USA,155.8,559.7,559.692330365973,2020,JFK
01,BOL,BOL,LGA,NY,USA,28,128.7,128.66065341612,2020,LGA
01,BOL,BOL,ROC,NY,USA,1,0.8,0.81712059283214,2020,ROC
01,BOL,BOL,SYR,NY,USA,0.7,1.4,1.44948974278318,2020,SYR
01,BRA,BRA,ACY,NJ,USA,0,0,0,2020,ACY
01,BRA,BRA,ALB,NY,USA,38.2,87.6,87.6308829795123,2020,ALB
01,BRA,BRA,ART,NY,USA,1,2,2,2020,ART
01,BRA,BRA,BDL,CT,USA,62.3,163.5,163.471033292291,2020,BDL
01,BRA,BRA,BGM,NY,USA,3.8,1.5,1.51984209978975,2020,BGM
01,BRA,BRA,BUF,NY,USA,27.2,100.3,100.347753988032,2020,BUF
01,BRA,BRA,ELM,NY,USA,12,9.5,9.48808848170152,2020,ELM
01,BRA,BRA,EWR,NJ,USA,853.9,6153.3,6153.25743511291,2020,EWR
01,BRA,BRA,HPN,NY,USA,8.7,27,27.0051011114264,2020,HPN
01,BRA,BRA,ITH,NY,USA,7.1,11.2,11.1644039911468,2020,ITH
01,BRA,BRA,JFK,NY,USA,4603.2,33190.2,33190.2281802422,2020,JFK
01,BRA,BRA,LGA,NY,USA,364.9,1448.6,1448.58394785409,2020,LGA
01,BRA,BRA,ROC,NY,USA,10,105,105.015898884944,2020,ROC
01,BRA,BRA,SWF,NY,USA,12.1,11.3,11.2892673027434,2020,SWF
01,BRA,BRA,SYR,NY,USA,14,82.9,82.8500726976903,2020,SYR
01,BRB,BRB,ACY,NJ,USA,0.6,0.3,0.259921049894873,2020,ACY
01,BRB,BRB,ALB,NY,USA,21.8,34.3,34.3302081805395,2020,ALB
01,BRB,BRB,BDL,CT,USA,34.4,71.8,71.8170812875083,2020,BDL
01,BRB,BRB,BUF,NY,USA,25.4,81.4,81.3513576926422,2020,BUF
01,BRB,BRB,EWR,NJ,USA,203.2,467.1,467.144015993988,2020,EWR
01,BRB,BRB,HPN,NY,USA,0,0,0,2020,HPN
01,BRB,BRB,ITH,NY,USA,0.5,1,1,2020,ITH
01,BRB,BRB,JFK,NY,USA,828.1,6942.6,6942.63291015026,2020,JFK
01,BRB,BRB,LGA,NY,USA,47.5,117.6,117.612348718511,2020,LGA
01,BRB,BRB,ROC,NY,USA,22.8,48.8,48.7642232675805,2020,ROC
01,BRB,BRB,SLK,NY,USA,1,2,2,2020,SLK
01,BRB,BRB,SWF,NY,USA,0.5,1,1,2020,SWF
01,BRB,BRB,SYR,NY,USA,2.1,89.7,89.6508376586121,2020,SYR
01,BRN,BRN,EWR,NJ,USA,4.2,8.8,8.81319893056577,2020,EWR
01,BRN,BRN,JFK,NY,USA,17.9,36.8,36.7976314968462,2020,JFK
01,BRN,BRN,ROC,NY,USA,1,2,2,2020,ROC
01,BTN,BTN,JFK,NY,USA,3.1,6,6,2020,JFK
01,BWA,BWA,BDL,CT,USA,1,2,2,2020,BDL
01,BWA,BWA,BUF,NY,USA,7.1,5.2,5.2449979983984,2020,BUF
01,BWA,BWA,EWR,NJ,USA,5.7,7.1,7.06225774829855,2020,EWR
01,BWA,BWA,JFK,NY,USA,11.8,113.2,113.241051446853,2020,JFK
01,BWA,BWA,ROC,NY,USA,1,2,2,2020,ROC
01,BWA,BWA,SYR,NY,USA,1,2,2,2020,SYR
01,CA,USA,ACY,NJ,USA,9.1,27.8,27.812905738503,2020,ACY
01,CA,USA,ALB,NY,USA,104.3,5524,5524.01174205513,2020,ALB
01,CA,USA,ART,NY,USA,31.3,85.7,85.6757649882773,2020,ART
01,CA,USA,BDL,CT,USA,389.1,13282.2,13282.1607761575,2020,BDL
01,CA,USA,BGM,NY,USA,71.7,287.8,287.839995560656,2020,BGM
01,CA,USA,BUF,NY,USA,501.4,9922.2,9922.24153948121,2020,BUF
01,CA,USA,ELM,NY,USA,97.8,502.6,502.556582786807,2020,ELM
01,CA,USA,EWR,NJ,USA,7483.6,125700.7,125700.658073862,2020,EWR
01,CA,USA,HPN,NY,USA,49,1191.3,1191.32905090958,2020,HPN
01,CA,USA,HVN,CT,USA,130.8,290.8,290.84018119897,2020,HVN
01,CA,USA,ISP,NY,USA,55.1,687.5,687.5382160063,2020,ISP
